CaseTotalKPI,Classification,Country,Culture,ObjectName,ObjectNumber
Overall Collection,Negatives,,,Negative,1994.251.129
Overall Collection,Negatives,,,Negative,1994.251.176
Overall Collection,Negatives,,,Negative,1994.251.393
Overall Collection,Negatives,,,Negative,1994.251.464
Overall Collection,Negatives,,,Negative,1994.251.534
Overall Collection,Negatives,,,Negative,1994.251.603
Overall Collection,Negatives,,,Negative,1994.251.767
Overall Collection,Negatives,,,Negative,1994.251.776
Overall Collection,Negatives,,,Negative,1994.251.852
Overall Collection,Negatives,,,Negative,1994.251.958
Overall Collection,Negatives,,,Negative,1994.251.970
Overall Collection,Negatives,,,Negative,1994.254.1084
Overall Collection,Negatives,,,Negative,1994.254.1181
Overall Collection,Negatives,,,Negative,1994.254.127
Overall Collection,Negatives,,,Negative,1994.254.13
Overall Collection,Negatives,,,Negative,1994.254.135
Overall Collection,Negatives,,,Negative,1994.254.209
Overall Collection,Negatives,,,Negative,1994.254.223
Overall Collection,Negatives,,,Negative,1994.254.37
Overall Collection,Negatives,,,Negative,1994.254.51
Overall Collection,Negatives,,,Negative,1994.254.678
Overall Collection,Negatives,,,Negative,1994.254.709
Overall Collection,Negatives,,,Negative,1994.254.805
Overall Collection,Negatives,,,Negative,1994.254.942
Overall Collection,Negatives,,,Negative,1994.254.946
Overall Collection,Negatives,,,Negative,1994.255.219
Overall Collection,Negatives,,,Negative,1994.255.221
Overall Collection,Negatives,,,Negative,1994.255.243
Overall Collection,Negatives,,,Negative,1994.255.254
Overall Collection,Negatives,,,Glass negative,1994.256.196
Overall Collection,Negatives,,,Negative,1994.256.266
Overall Collection,Negatives,,,Negative,1994.256.374
Overall Collection,Negatives,,,Negative,1994.256.389
Overall Collection,Negatives,,,Negative,1994.256.467
Overall Collection,Negatives,,,Negative,1994.256.55
Overall Collection,Negatives,,,Negative,1994.256.660
Overall Collection,Negatives,,,Negative,1994.256.81
Overall Collection,Negatives,,,Negative,1994.258.115
Overall Collection,Negatives,,,Negative,1994.258.117
Overall Collection,Negatives,,,Negative,1994.258.139
Overall Collection,Negatives,,,Negative,1994.258.155
Overall Collection,Negatives,,,Negative,1994.258.414
Overall Collection,Negatives,,,Negative,1994.258.44
Overall Collection,Negatives,,,Negative,1994.258.498
Overall Collection,Negatives,,,Negative,1994.258.566
Overall Collection,Negatives,,,Negative,1994.258.666
Overall Collection,Negatives,,,Negative,1994.258.668
Overall Collection,Negatives,,,Negative,1994.258.724
Overall Collection,Negatives,,,Negative,1994.253.115
Overall Collection,Negatives,,,Negative,1994.253.317
Overall Collection,Negatives,,,Negative,1994.253.324
Overall Collection,Negatives,,,Negative,1994.253.431 (4)
Overall Collection,Negatives,,,Negative,1994.253.439 (10)
Overall Collection,Negatives,,,Negative,1994.253.445 (19)
Overall Collection,Negatives,,,Negative,1994.253.447 (5)
Overall Collection,Negatives,,,Negative,1994.253.573
Overall Collection,Photographs,,,Polaroid,L.2018.32.190
Overall Collection,Photographs,,,Polaroid,D.1994.262.114
Overall Collection,Photographs,,,Polaroid,D.1994.262.1212
Overall Collection,Photographs,,,Polaroid,D.1994.262.1317
Overall Collection,Photographs,,,Polaroid,L.2018.32.49
Overall Collection,Photographs,,,Polaroid,D.1994.262.1511
Overall Collection,Photographs,,,Polaroid,D.1994.262.173
Overall Collection,Photographs,,,Polaroid,L.2018.32.313
Overall Collection,Photographs,,,Polaroid,D.1994.262.1873
Overall Collection,Photographs,,,Polaroid,D.1994.262.1906
Overall Collection,Photographs,,,Polaroid,D.1994.262.1984
Overall Collection,Photographs,,,Polaroid,D.1994.262.1999
Overall Collection,Photographs,,,Polaroid,D.1994.262.2222
Overall Collection,Photographs,,,Polaroid,L.2018.32.17
Overall Collection,Photographs,,,Polaroid,D.1994.262.272
Overall Collection,Photographs,,,Polaroid,D.1994.262.676
Overall Collection,Photographs,,,Polaroid,L.2018.32.138
Overall Collection,Photographs,,,Polaroid,D.1994.262.698
Overall Collection,Photographs,,,Polaroid,D.1994.262.775
Overall Collection,Photographs,,,Polaroid,D.1994.262.79
Overall Collection,Photographs,,,Polaroid,D.1994.262.839
Overall Collection,Photographs,,,Polaroid,D.1994.262.846
Overall Collection,Photographs,,,Polaroid,D.1994.262.851
Overall Collection,Photographs,,,Polaroid,2017.731.69
Overall Collection,Collages|Prints,,,Collage,1994.261.171
Overall Collection,Transparencies,,,Transparency,1994.259.33
Overall Collection,Negatives,,,Negative,1994.253.688.1_.5
Overall Collection,Negatives,,,Negative,1994.253.724.1_.7
Overall Collection,Negatives,,,Negative,1994.253.792.1_.14
Overall Collection,Photographs,,,Photograph,1994.261.222.1-10
Overall Collection,Negatives,,,Negative,2003.564.9
Overall Collection,Negatives,,,Negative,2003.564.23
Overall Collection,Photographs,,,Photograph,2005.100.591
Overall Collection,Photographs,,,Photograph,1978.616.5
Overall Collection,Photographs,,,Photograph,1989.1037.3
Overall Collection,Photographs,,,Photograph,2000.651.31
Overall Collection,Photographs,,,Photograph,2006.247
Overall Collection,Paintings,,,Painting,1975.1.223
Overall Collection,Drawings,,,Drawing,1975.1.948
Overall Collection,Medals,,Italian,Medal,1975.1.1292
Overall Collection,Musical Instruments-Wood,,Italian,Cornette,INST.1977.2.1
Overall Collection,Ivories,Syria (?),,,isl1728
Overall Collection,|,Egypt and Sudan,,"Scarab, ram head",30.8.1045
Overall Collection,,Egypt,,Arrowhead,07.291.16
Overall Collection,,Egypt,,"Shabti, Queen Henettawy",10.130.1067b
Overall Collection,,Egypt,,"Canopic jar, Djehuty",04.2.7
Overall Collection,Ceramics,Iran|Iran,,Jar,SL.12.2016.10.2
Overall Collection,Ceramics,Iran|present-day Afghanistan,,Vessel,SL.12.2016.23.13
Mid-Point,Wood-Sculpture,Nigeria,Okpoto peoples (Idoma),Female figure,1972.74.1
Overall Collection,Wood-Containers,Indonesia,Asmat people,Bowl,1978.412.1208
Contenders for repatriation,Stone-Sculpture,Canada,Inuit,Figure,"69.269.6a, b"
Mid-Point,Bone/Ivory-Implements,Papua New Guinea,Mensuat region (?),Dagger,1991.221
Mid-Point,Wood-Sculpture,Guinea,Baga peoples,Headdress,1979.206.101
Overall Collection,Bark-Paintings,Papua New Guinea,Yinibu people,Bark painting,1979.206.1756
Overall Collection,Wood-Sculpture,Papua New Guinea,Wapo Creek,Skull hook,1978.412.831
Overall Collection,,,Melanesian,Kaba (drum),89.4.773
Overall Collection,,,Good Words for 1865,Print,65.629.3(4.7)
Overall Collection,,," Rockets and Spacemen"" series (R701-13)",Trade card,63.350.329.701-13.13
Overall Collection,,," from the Modern Airplanes"" series (T87)",Print; ephemera,63.350.244.87.180
Overall Collection,,,issued with Hoffman House Magnums Cigars,Print; ephemera,63.350.244.70.1
Overall Collection,,,Forward,Print,"Burdick 337, V301.99"
Overall Collection,,," After Performance of ""The Courtyard",Photograph,2002.336
Overall Collection,,,issued by The Telfer Biscuit,Print,"Burdick 308, DC3.67"
Overall Collection,,,issued by McCormick Manufacturing,Print,"Burdick 308, DC2.3"
Overall Collection,,,issued by McCormick Manufacturing,Print,"Burdick 308, DC1.49"
Overall Collection,,,from the Aviation Gum series (V356),Print,"Burdick 339, V401.53"
Overall Collection,,,from the Aviation Gum series (V356),Print,"Burdick 339, V401.56"
Overall Collection,,,issued with Recruit Little Cigars,Print; ephemera,63.350.244.82.13
Overall Collection,,,issued with Recruit Little Cigars,Print; ephemera,63.350.244.82.33
Overall Collection,,,issued with Miners Extra Smoking Tobacco,Print; ephemera,63.350.244.68.54
Overall Collection,,,Pitcher,"Baseball card, photograph",63.350.214.172.750
Overall Collection,,,Captain,"Baseball card, photograph",63.350.215.172.1189
Overall Collection,,,Shortstop,"Baseball card, photograph",63.350.215.172.1394
Overall Collection,,,Pitcher,"Baseball card, photograph",63.350.214.172.699
Overall Collection,,,Pitcher,"Baseball card, photograph",63.350.214.172.1095
Overall Collection,,,Pitcher,"Baseball card, photograph",63.350.215.172.1708
Overall Collection,,,Left Field,"Baseball card, photograph",63.350.215.172.1839
Overall Collection,,,Arms,Print,63.350.207.133.39
Overall Collection,,,Arms,Print,63.350.207.133.9
Overall Collection,,,Destin,Polaroid,D.1994.262.2065
Overall Collection,,,Manager,Print baseball card,"Burdick 327, R406-6.148"
Overall Collection,,Sheet: 7 1/2 _ 9 5/8 in. (19 _ 24.5 cm),Little House,Drawing,"2018.531a, b"
Overall Collection,,,,Necklace,15.95.56
Overall Collection,,,,Print,17.3.115
Overall Collection,,," July 26, 1862)",Print,22.112.2
Overall Collection,,," Folio from a Shahnama (Book of Kings) of Firdausi""",Folio from an illustrated manuscript,57.51.28
Overall Collection,,," In all her actions dignity""""",Print,1976.602.1
Contentious,Silver,Bolivia,South American (Bolivian),"Pot (Olla"")""",1978.303.2
Mid-Point,Textiles,Peru,Peruvian,Upholstery panel,2003.412
Contentious,Furniture,United States,American,Cabinet,2015.51a_h
Mid-Point,Stone-Implements,,,Chisel,63.147.7
Overall Collection,Metalwork-Ornaments,,Bactria-Margiana Archaeological Complex,Pin,1983.535.16
Overall Collection,Metalwork-Stamp Seals,,Bactria-Margiana Archaeological Complex,Stamp seal,1983.535.97
Overall Collection,Metalwork-Stamp Seals,,Bactria-Margiana Archaeological Complex,Stamp seal,1983.535.118
Mid-Point,Stone-Stamp Seals,,Bactria-Margiana Archaeological Complex,Stamp seal,1983.535.145
Overall Collection,Textiles-Costumes,,,Textile,1999.153.37
Overall Collection,Metalwork-Implements,,Hattian,Axe or mace,55.137.10
Overall Collection,Metalwork-Implements,,Hattian,Axe or mace,55.137.13
Mid-Point,Stone-Stamp Seals,,Cypriot,Stamp seal,74.51.4394
Overall Collection,Metalwork-Ornaments,,Sarmatian,Ornament,51.125.7
Mid-Point,Stone-Stamp Seals,,Graeco-Roman,Stamp seal,49.40.8
Overall Collection,Metalwork-Ornaments,,Achaemenid,Ornament,56.42.4
Mid-Point,Stone-Cylinder Seals,,Achaemenid,Cylinder seal,1984.383.25
Overall Collection,Metalwork-Sculpture,,Iran,Standard,1989.281.26
Mid-Point,Stone-Stamp Seals,,Sasanian,Stamp seal,99.22.67
Mid-Point,Stone-Stamp Seals,,Sasanian,Stamp seal,99.22.75
Mid-Point,Stone-Stamp Seals,,Sasanian,Stamp seal,59.209.16
Mid-Point,Stone-Stamp Seals,,,Stamp seal,99.22.27
Overall Collection,Stone-Vessels,,Sumerian,Vessel,41.160.202
Mid-Point,Stone-Cylinder Seals,,Babylonian,Cylinder seal,1986.311.39
Overall Collection,Stone-Cylinder Seals-Inscribed,,Babylonian,Cylinder seal,1999.325.23
Overall Collection,Ceramics-Vessels,,Yortan,Jug,62.65.1
Overall Collection,Metalwork-Vessels,,Iran,Bowl,51.114
Overall Collection,Metalwork-Implements,,Iran,Axe,1970.33.3
Overall Collection,Ceramics-Vessels,,Iran,Vessel,1995.67.3
Overall Collection,Ceramics-Vessels,,Roman or Parthian (?),Vessel,56.156
Mid-Point,Stone-Ornaments,,,Bead,1985.356.58
Mid-Point,Stone-Cylinder Seals,,,Cylinder seal,1999.325.133
Overall Collection,Metalwork-Stamp Seals,,Urartian,Stamp seal,1980.78.7
Overall Collection,Clay-Tablets-Inscribed,,Babylonian,Cuneiform tablet,79.7.13
Overall Collection,Stucco-Architectural,,Sasanian,Archivolt,32.150.2
Overall Collection,Glass-Vessels,,Sasanian,Jug,32.150.126
Overall Collection,Shell-Ornaments,,Sasanian,Shell,32.150.159
Overall Collection,Metalwork-Vessels,,Sasanian or Islamic,Dropper,32.150.202
Overall Collection,Glass-Reliefs,,Sasanian,Plaque,32.150.242
Mid-Point,Stone-Ornaments,,Iran,Bead,67.247.18
Overall Collection,Clay-Tablets-Inscribed,,Neo-Sumerian,Cuneiform tablet,11.217.1
Overall Collection,Clay-Tablets-Inscribed,,Neo-Sumerian,Cuneiform tablet,11.217.10
Overall Collection,Clay-Tablets-Inscribed,,Neo-Sumerian,Cuneiform tablet,11.217.11
Overall Collection,Metalwork-Implements,,Iran,Studs,60.20.68
Overall Collection,Metalwork-Ornaments,,Iran,Pin,61.100.10
Overall Collection,Metalwork-Implements,,Iran,Spearhead,61.100.60
Overall Collection,Metalwork-Ornaments,,Iran,Pendant,61.100.69
Overall Collection,Wood-Reliefs,,Iran,Relief,65.163.44
Overall Collection,Metalwork-Implements,,,Spearhead,34.126.1
Overall Collection,Ceramics-Vessels,,Israelite,Bowl,34.126.56
Overall Collection,Stone-Stamp Seals-Inscribed,,,Stamp seal,56.152.10
Overall Collection,Ceramics-Sculpture,,Assyrian,Sculpture,54.117.26
Overall Collection,Shell-Ornaments,,Sumerian,Bead,59.41.62
Overall Collection,Ivory/Bone-Implements,,,Stylus or bone point,59.41.66
Overall Collection,Stone-Vessels,,Sumerian,Vessel or stand,62.70.13
Overall Collection,Ceramics-Vessels,,Sumerian,Cup,62.70.23
Overall Collection,Ceramics-Vessels,,Sasanian or Islamic,Jar,33.175.81
Overall Collection,Glass-Vessels,,Sasanian,Bottle,34.107.8
Overall Collection,Glass-Ornaments,,Sasanian,Bead,34.107.127
Overall Collection,Clay-Sealings,,Sasanian,Sealing,36.30.244
Overall Collection,Clay-Sealings,,Sasanian,Sealing,36.30.126
Overall Collection,Ceramics-Vessels,,Samarra,Sherds,23.75.43b
Overall Collection,Metalwork-Reliefs,,Iran,Relief,43.102.12
Overall Collection,Ceramics-Implements,,Iran,Handle,69.24.16
Overall Collection,Metalwork-Ornaments,,Iran,Coil,1978.93.22
Overall Collection,Ceramics-Vessels,,Iran,Cup,48.98.17
Overall Collection,Clay-Tablets-Inscribed,,Achaemenid,Cuneiform tablet,86.11.200
Overall Collection,Clay-Tablets-Inscribed,,,Cuneiform tablet,86.11.362
Overall Collection,Clay-Tablets-Inscribed,,Babylonian or Achaemenid,Cuneiform tablet,86.11.402
Overall Collection,Clay-Tablets-Inscribed,,Babylonian,Cuneiform tablet,86.11.75
Overall Collection,Clay-Tablets-Inscribed,,Babylonian or Achaemenid,Cuneiform tablet,86.11.130
Overall Collection,Clay-Tablets-Inscribed,,Babylonian,Cuneiform tablet,86.11.451
Overall Collection,Clay-Tablets-Inscribed,,Babylonian,Cuneiform tablet,1973.25.4
Overall Collection,Knives,,Japanese,Set of knife handles (Kozuka),45.24.16_.20
Overall Collection,Helmets,,Etruscan,Helmet,2015.758.1
Overall Collection,Surcoat,,Japanese,Surcoat (Jinbaori) for a boy,2016.25
Mid-Point,Metal-Ornaments,Peru,Ica,Ornament,82.1.18
Mid-Point,Ceramics-Containers,Peru,Paracas,Bottle,64.228.96
Mid-Point,Textiles-Woven,Peru,Peru; central coast (?),Textile fragment,33.149.51
Mid-Point,Textiles-Woven,Peru,Paracas,Band Fragment,33.149.102
Mid-Point,Ceramics-Containers,Peru,Moche,Bottle,63.112.8
Mid-Point,Ceramics-Containers,Peru,Paracas,Jar,63.232.3
Mid-Point,Ceramics-Containers,Peru,Moche,Bottle,64.228.31
Mid-Point,Textiles-Implements,Peru,Peru; north coast (?),Needle,64.228.596
Mid-Point,Metal-Ornaments,Peru,Moche,Pin,64.228.364
Mid-Point,Ceramics-Implements,Peru,Peruvian; north coast (?),Spindle Whorl,64.228.409
Mid-Point,Metal-Ornaments,Peru,Peru; north coast (?),Ornament,64.228.569
Mid-Point,Metal-Musical Instruments,Peru,Peru; north coast (?),Panpipe,64.228.629
Mid-Point,Metal-Ornaments,Peru,Peru; north or central coast (?),Ornament,64.228.680
Mid-Point,Metal-Sculpture,Peru,Chimœ or Chancay,Litter bed part (?),64.228.691
Mid-Point,Ceramics-Containers,Peru,Moche,Bottle,65.266.66
Mid-Point,Metal-Ornaments,Colombia,Muisca,Diadem,66.196.42
Mid-Point,Ceramics-Containers,Peru,Chimœ,Bottle,67.167.15
Mid-Point,Metal-Implements,Peru,Chimœ,Knife,1977.187.17
Mid-Point,Wood-Containers,Peru,Wari,Lime container,1978.412.142
Mid-Point,Ceramics-Containers,Peru,Wari,Vessel,1979.206.382
Mid-Point,Metal-Ornaments,Panama,International Style,Pendant,1979.206.779
Contentious,Metalwork-Gold|Sculpture-Sheet metal,"Ecuador, Peru, Bolivia, Chile, or Argentina",Inca,Figure,1979.206.1058
Mid-Point,Beads-Ornaments,Peru,Chancay,Bracelet,1979.206.1160
Mid-Point,Metal-Ornaments,Peru,Moche (Loma Negra),Ornament,1979.206.1296
Contentious,Stone-Sculpture,Ecuador,Valdivia,Figure,1980.83.17
Mid-Point,Ceramics-Containers,Peru,Salinar (?),Bottle,1983.546.9
Mid-Point,Ceramics-Containers,Peru,Vicœs,Bottle,1983.546.24
Mid-Point,Metal-Ornaments,Peru,Moche (Loma Negra),Ornament,1987.394.21
Mid-Point,Metal-Implements,Peru,Moche,Knife,1987.394.183
Mid-Point,Metal-Implements,Peru,Vicœs (?),Mace head,1987.394.222
Mid-Point,Metal-Ornaments,Peru,Vicœs,Plaque,1987.394.513
Mid-Point,Metal-Implements,Peru,Peruvian,Knife,1987.394.569
Mid-Point,Metal-Musical Instruments,Peru,Chimœ or Chancay,Horn,1987.394.661
Mid-Point,Metal-Containers,Peru,Chimœ or Chancay,Plate,1987.394.677
Mid-Point,Bone/Ivory-Musical Instruments,Nigeria,Edo peoples,Idiophone,1991.17.88
Mid-Point,Wood-Containers,Peru,Inca,Kero,1994.35.11
Mid-Point,Textiles-Woven,Peru,Peruvian,Sash fragment,1994.35.69
Contentious,Stone-Ornaments,Colombia,Tairona,Pendant,1994.35.619
Mid-Point,Ceramics-Containers,Peru,Moche,Bottle,X.2.223
Mid-Point,Metal-Ornaments,Peru,Vicœs,Ornament,1987.394.356
Overall Collection,Ceramics-Containers,Dominican Republic,Ta’no,Bowl,1983.544.1
Mid-Point,Stone-Ornaments,Dominican Republic,Ta’no,Pendant,1982.48.7
Mid-Point,Stone-Implements,Dominican Republic,Ta’no,Axe,1982.486.1
Mid-Point,Metal-Ornaments,Colombia,Zenœ,Finial,1979.206.775
Mid-Point,Ceramics-Containers,Peru,Paracas,Bowl,63.232.103
Mid-Point,Textiles-Featherwork,Peru,Ica,Miniature tunic,1979.206.681
Mid-Point,Ceramics-Implements,Mexico,Mexican,Spindle whorl,00.5.821
Mid-Point,Metal-Ornaments,Mexico,Aztec,Ornament,1978.412.199
Mid-Point,Stone-Containers,Mexico,Mixtec,Vessel,1979.206.948
